experiment,seed,client,metric,value,attack,aggregator,heterogeneity,ablation
E2,202,8.0,precision,1.0,gaussian_noise,,,
E2,202,8.0,recall,0.42231075697211157,gaussian_noise,,,
E2,202,8.0,fpr,0.0,gaussian_noise,,,
E2,202,8.0,f1,0.003976143141153081,bias_injection,,,
E2,202,8.0,precision,1.0,bias_injection,,,
E2,202,8.0,recall,0.00199203187250996,bias_injection,,,
E2,202,8.0,fpr,0.0,bias_injection,,,
E2,202,8.0,f1,0.0,desynchronize_current,,,
E2,202,8.0,precision,0.0,desynchronize_current,,,
E2,202,8.0,recall,0.0,desynchronize_current,,,
E2,202,8.0,fpr,0.0,desynchronize_current,,,
E2,202,9.0,f1,0.645398773006135,gaussian_noise,,,
E2,202,9.0,precision,0.8402555910543131,gaussian_noise,,,
E2,202,9.0,recall,0.5239043824701195,gaussian_noise,,,
E2,202,9.0,fpr,0.1,gaussian_noise,,,
E2,202,9.0,f1,0.007220216606498195,bias_injection,,,
E2,202,9.0,precision,0.038461538461538464,bias_injection,,,
E2,202,9.0,recall,0.00398406374501992,bias_injection,,,
E2,202,9.0,fpr,0.1,bias_injection,,,
E2,202,9.0,f1,0.0,desynchronize_current,,,
E2,202,9.0,precision,0.0,desynchronize_current,,,
E2,202,9.0,recall,0.0,desynchronize_current,,,
E2,202,9.0,fpr,0.1,desynchronize_current,,,
E3,202,,clean_mse_normalized,0.0003657091874629259,,,,
E3,202,,undefended_mse_normalized,0.0004104554536752403,,,,
E3,202,,defended_mse_normalized,0.0008956255624070764,,,,
E4,202,,mse_normalized,0.0013676199596375227,sign_flip,fedavg,,
E4,202,,mse_normalized,0.000431070540798828,sign_flip,coordinate_median,,
E4,202,,mse_normalized,0.0006422022124752402,sign_flip,trimmed_mean,,
E4,202,,mse_normalized,0.000296120677376166,sign_flip,krum,,
E4,202,,mse_normalized,2047.3897705078125,scaling,fedavg,,
E4,202,,mse_normalized,0.00020959772518835962,scaling,coordinate_median,,
E4,202,,mse_normalized,0.00027551958919502795,scaling,trimmed_mean,,
E4,202,,mse_normalized,0.000296120677376166,scaling,krum,,
E4,202,,mse_normalized,0.0008317124447785318,additive_noise,fedavg,,
E4,202,,mse_normalized,0.00023262803733814508,additive_noise,coordinate_median,,
E4,202,,mse_normalized,0.0002892303164117038,additive_noise,trimmed_mean,,
E4,202,,mse_normalized,0.000296120677376166,additive_noise,krum,,
E4,202,,mse_normalized,0.0006564982468262315,zero,fedavg,,
E4,202,,mse_normalized,0.00042080756975337863,zero,coordinate_median,,
E4,202,,mse_normalized,0.0006741844117641449,zero,trimmed_mean,,
E4,202,,mse_normalized,0.0003237704804632813,zero,krum,,
E5,202,,mean_f1,0.15613093957447025,,,0.5,
E5,202,,worst_client_f1,0.0,,,0.5,
E5,202,,mean_f1,0.14895099754564012,,,1.0,
E5,202,,worst_client_f1,0.0,,,1.0,
E5,202,,mean_f1,0.15570655175693374,,,2.0,
E5,202,,worst_client_f1,0.00373134328358209,,,2.0,
E6,202,,f1,0.01075268817204301,gaussian_noise,,,full_cross_modal
E6,202,,f1,0.00718132854578097,bias_injection,,,full_cross_modal
E6,202,,f1,0.0035971223021582736,desynchronize_current,,,full_cross_modal
E6,202,,macro_f1,0.0071770463399940835,macro,,,full_cross_modal
E6,202,,f1,0.04895104895104895,gaussian_noise,,,no_temporal_lag
E6,202,,f1,0.05574912891986063,bias_injection,,,no_temporal_lag
E6,202,,f1,0.04553415061295972,desynchronize_current,,,no_temporal_lag
E6,202,,macro_f1,0.0500781094946231,macro,,,no_temporal_lag
E6,202,,f1,0.02112676056338028,gaussian_noise,,,missing_voltage
E6,202,,f1,0.01061946902654867,bias_injection,,,missing_voltage
E6,202,,f1,0.0,desynchronize_current,,,missing_voltage
E6,202,,macro_f1,0.010582076529976317,macro,,,missing_voltage
E6,202,,f1,0.014311270125223615,gaussian_noise,,,missing_current
E6,202,,f1,0.00718132854578097,bias_injection,,,missing_current
E6,202,,f1,0.0035971223021582736,desynchronize_current,,,missing_current
E6,202,,macro_f1,0.00836324032438762,macro,,,missing_current
E6,202,,f1,0.15107913669064746,gaussian_noise,,,single_modal_ar
E6,202,,f1,0.003883495145631068,bias_injection,,,single_modal_ar
E6,202,,f1,0.0,desynchronize_current,,,single_modal_ar
E6,202,,macro_f1,0.05165421061209285,macro,,,single_modal_ar
E7,202,,verify_time_s,0.00018429988995194435,,,,
E7,202,,train_time_s,0.051360199926421046,,,,
E7,202,,verification_to_local_training_time_ratio,0.0035883795276492997,,,,
E7,202,,peak_mem_verify_bytes,97680.0,,,,
E7,202,,peak_mem_train_bytes,80965.0,,,,
E1,303,0.0,fpr,0.3763763763763764,,,,
E1,303,1.0,fpr,0.0,,,,
E1,303,2.0,fpr,0.002002002002002002,,,,
E1,303,3.0,fpr,0.0,,,,
E1,303,4.0,fpr,0.001001001001001001,,,,
E1,303,5.0,fpr,0.0,,,,
E1,303,6.0,fpr,0.5545545545545546,,,,
E1,303,7.0,fpr,0.998998998998999,,,,
E1,303,8.0,fpr,0.05405405405405406,,,,
E1,303,9.0,fpr,0.001001001001001001,,,,
E2,303,0.0,f1,0.4213649851632048,gaussian_noise,,,
E2,303,0.0,precision,0.8255813953488372,gaussian_noise,,,
E2,303,0.0,recall,0.28286852589641437,gaussian_noise,,,
E2,303,0.0,fpr,0.06,gaussian_noise,,,
E2,303,0.0,f1,0.00749063670411985,bias_injection,,,
E2,303,0.0,precision,0.0625,bias_injection,,,
E2,303,0.0,recall,0.00398406374501992,bias_injection,,,
E2,303,0.0,fpr,0.06,bias_injection,,,
E2,303,0.0,f1,0.00375234521575985,desynchronize_current,,,
E2,303,0.0,precision,0.03225806451612903,desynchronize_current,,,
E2,303,0.0,recall,0.00199203187250996,desynchronize_current,,,
E2,303,0.0,fpr,0.06,desynchronize_current,,,
E2,303,1.0,f1,0.0,gaussian_noise,,,
E2,303,1.0,precision,0.0,gaussian_noise,,,
E2,303,1.0,recall,0.0,gaussian_noise,,,
E2,303,1.0,fpr,0.0,gaussian_noise,,,
E2,303,1.0,f1,0.0,bias_injection,,,
E2,303,1.0,precision,0.0,bias_injection,,,
E2,303,1.0,recall,0.0,bias_injection,,,
E2,303,1.0,fpr,0.0,bias_injection,,,
E2,303,1.0,f1,0.0,desynchronize_current,,,
E2,303,1.0,precision,0.0,desynchronize_current,,,
E2,303,1.0,recall,0.0,desynchronize_current,,,
E2,303,1.0,fpr,0.0,desynchronize_current,,,
E2,303,2.0,f1,0.19748653500897667,gaussian_noise,,,
E2,303,2.0,precision,1.0,gaussian_noise,,,
E2,303,2.0,recall,0.10956175298804781,gaussian_noise,,,
E2,303,2.0,fpr,0.0,gaussian_noise,,,
E2,303,2.0,f1,0.011881188118811881,bias_injection,,,
E2,303,2.0,precision,1.0,bias_injection,,,
E2,303,2.0,recall,0.00597609561752988,bias_injection,,,
E2,303,2.0,fpr,0.0,bias_injection,,,
E2,303,2.0,f1,0.007936507936507936,desynchronize_current,,,
E2,303,2.0,precision,1.0,desynchronize_current,,,
E2,303,2.0,recall,0.00398406374501992,desynchronize_current,,,
E2,303,2.0,fpr,0.0,desynchronize_current,,,
E2,303,3.0,f1,0.4425287356321839,gaussian_noise,,,
E2,303,3.0,precision,0.7938144329896907,gaussian_noise,,,
E2,303,3.0,recall,0.30677290836653387,gaussian_noise,,,
E2,303,3.0,fpr,0.08,gaussian_noise,,,
E2,303,3.0,f1,0.16271186440677965,bias_injection,,,
E2,303,3.0,precision,0.5454545454545454,bias_injection,,,
E2,303,3.0,recall,0.09561752988047809,bias_injection,,,
E2,303,3.0,fpr,0.08,bias_injection,,,
E2,303,3.0,f1,0.14383561643835616,desynchronize_current,,,
E2,303,3.0,precision,0.5121951219512195,desynchronize_current,,,
E2,303,3.0,recall,0.08366533864541832,desynchronize_current,,,
E2,303,3.0,fpr,0.08,desynchronize_current,,,
E2,303,4.0,f1,0.04779411764705883,gaussian_noise,,,
E2,303,4.0,precision,0.30952380952380953,gaussian_noise,,,
E2,303,4.0,recall,0.025896414342629483,gaussian_noise,,,
E2,303,4.0,fpr,0.058,gaussian_noise,,,
E2,303,4.0,f1,0.04779411764705883,bias_injection,,,
E2,303,4.0,precision,0.30952380952380953,bias_injection,,,
E2,303,4.0,recall,0.025896414342629483,bias_injection,,,
E2,303,4.0,fpr,0.058,bias_injection,,,
E2,303,4.0,f1,0.040590405904059046,desynchronize_current,,,
E2,303,4.0,precision,0.275,desynchronize_current,,,
E2,303,4.0,recall,0.021912350597609563,desynchronize_current,,,
E2,303,4.0,fpr,0.058,desynchronize_current,,,
E2,303,5.0,f1,0.15693430656934307,gaussian_noise,,,
E2,303,5.0,precision,0.9347826086956522,gaussian_noise,,,
E2,303,5.0,recall,0.08565737051792828,gaussian_noise,,,
E2,303,5.0,fpr,0.006,gaussian_noise,,,
E2,303,5.0,f1,0.003952569169960474,bias_injection,,,
E2,303,5.0,precision,0.25,bias_injection,,,
E2,303,5.0,recall,0.00199203187250996,bias_injection,,,
E2,303,5.0,fpr,0.006,bias_injection,,,
E2,303,5.0,f1,0.003952569169960474,desynchronize_current,,,
E2,303,5.0,precision,0.25,desynchronize_current,,,
E2,303,5.0,recall,0.00199203187250996,desynchronize_current,,,
E2,303,5.0,fpr,0.006,desynchronize_current,,,
E2,303,6.0,f1,0.3333333333333333,gaussian_noise,,,
E2,303,6.0,precision,0.28653295128939826,gaussian_noise,,,
E2,303,6.0,recall,0.398406374501992,gaussian_noise,,,
E2,303,6.0,fpr,0.996,gaussian_noise,,,
E2,303,6.0,f1,0.005982053838484546,bias_injection,,,
E2,303,6.0,precision,0.005988023952095809,bias_injection,,,
E2,303,6.0,recall,0.00597609561752988,bias_injection,,,
E2,303,6.0,fpr,0.996,bias_injection,,,
E2,303,6.0,f1,0.005982053838484546,desynchronize_current,,,
E2,303,6.0,precision,0.005988023952095809,desynchronize_current,,,
E2,303,6.0,recall,0.00597609561752988,desynchronize_current,,,
E2,303,6.0,fpr,0.996,desynchronize_current,,,
E2,303,7.0,f1,0.9735772357723578,gaussian_noise,,,
E2,303,7.0,precision,0.9937759336099585,gaussian_noise,,,
E2,303,7.0,recall,0.954183266932271,gaussian_noise,,,
E2,303,7.0,fpr,0.006,gaussian_noise,,,
E2,303,7.0,f1,0.996023856858847,bias_injection,,,
E2,303,7.0,precision,0.9940476190476191,bias_injection,,,
E2,303,7.0,recall,0.99800796812749,bias_injection,,,
E2,303,7.0,fpr,0.006,bias_injection,,,
E2,303,7.0,f1,0.9950248756218906,desynchronize_current,,,
E2,303,7.0,precision,0.9940357852882704,desynchronize_current,,,
E2,303,7.0,recall,0.9960159362549801,desynchronize_current,,,
E2,303,7.0,fpr,0.006,desynchronize_current,,,
E2,303,8.0,f1,0.6921241050119332,gaussian_noise,,,
E2,303,8.0,precision,0.8630952380952381,gaussian_noise,,,
E2,303,8.0,recall,0.5776892430278885,gaussian_noise,,,
E2,303,8.0,fpr,0.092,gaussian_noise,,,
E2,303,8.0,f1,0.11359724612736662,bias_injection,,,
E2,303,8.0,precision,0.4177215189873418,bias_injection,,,
E2,303,8.0,recall,0.06573705179282868,bias_injection,,,
E2,303,8.0,fpr,0.092,bias_injection,,,
E2,303,8.0,f1,0.14237288135593218,desynchronize_current,,,
E2,303,8.0,precision,0.4772727272727273,desynchronize_current,,,
E2,303,8.0,recall,0.08366533864541832,desynchronize_current,,,
E2,303,8.0,fpr,0.092,desynchronize_current,,,
E2,303,9.0,f1,0.5491329479768786,gaussian_noise,,,
E2,303,9.0,precision,1.0,gaussian_noise,,,
E2,303,9.0,recall,0.3784860557768924,gaussian_noise,,,
E2,303,9.0,fpr,0.0,gaussian_noise,,,
E2,303,9.0,f1,0.003976143141153081,bias_injection,,,
E2,303,9.0,precision,1.0,bias_injection,,,
E2,303,9.0,recall,0.00199203187250996,bias_injection,,,
E2,303,9.0,fpr,0.0,bias_injection,,,
E2,303,9.0,f1,0.0,desynchronize_current,,,
E2,303,9.0,precision,0.0,desynchronize_current,,,
E2,303,9.0,recall,0.0,desynchronize_current,,,
E2,303,9.0,fpr,0.0,desynchronize_current,,,
E3,303,,clean_mse_normalized,0.00011756640014937147,,,,
E3,303,,undefended_mse_normalized,0.00011885859566973522,,,,
E3,303,,defended_mse_normalized,0.00011401811934774742,,,,
E4,303,,mse_normalized,0.00012470049841795117,sign_flip,fedavg,,
E4,303,,mse_normalized,0.00012454648094717413,sign_flip,coordinate_median,,
E4,303,,mse_normalized,0.0001194666328956373,sign_flip,trimmed_mean,,
E4,303,,mse_normalized,0.00014882217510603368,sign_flip,krum,,
E4,303,,mse_normalized,1948.2913818359375,scaling,fedavg,,
E4,303,,mse_normalized,0.00013464450603350997,scaling,coordinate_median,,
E4,303,,mse_normalized,0.00013512517034541816,scaling,trimmed_mean,,
E4,303,,mse_normalized,0.00014924956485629082,scaling,krum,,
E4,303,,mse_normalized,0.0014298169407993555,additive_noise,fedavg,,
E4,303,,mse_normalized,0.00012701690138783306,additive_noise,coordinate_median,,
E4,303,,mse_normalized,0.00011368194100214168,additive_noise,trimmed_mean,,
E4,303,,mse_normalized,0.00014542901772074401,additive_noise,krum,,
E4,303,,mse_normalized,0.00012006372708128765,zero,fedavg,,
E4,303,,mse_normalized,0.00012286521086934954,zero,coordinate_median,,
E4,303,,mse_normalized,0.00012269658327568322,zero,trimmed_mean,,
E4,303,,mse_normalized,0.00010327068594051525,zero,krum,,
E5,303,,mean_f1,0.13413007971183344,,,0.5,
E5,303,,worst_client_f1,0.0,,,0.5,
E5,303,,mean_f1,0.1353409676012582,,,1.0,
E5,303,,worst_client_f1,0.0,,,1.0,
E5,303,,mean_f1,0.13811650149243754,,,2.0,
E5,303,,worst_client_f1,0.0,,,2.0,
E6,303,,f1,0.4398826979472141,gaussian_noise,,,full_cross_modal
E6,303,,f1,0.00749063670411985,bias_injection,,,full_cross_modal
E6,303,,f1,0.00375234521575985,desynchronize_current,,,full_cross_modal
E6,303,,macro_f1,0.1503752266223646,macro,,,full_cross_modal
E6,303,,f1,0.09981515711645103,gaussian_noise,,,no_temporal_lag
E6,303,,f1,0.10332103321033212,bias_injection,,,no_temporal_lag
E6,303,,f1,0.09981515711645103,desynchronize_current,,,no_temporal_lag
E6,303,,macro_f1,0.10098378248107805,macro,,,no_temporal_lag
E6,303,,f1,0.3333333333333333,gaussian_noise,,,missing_voltage
E6,303,,f1,0.007448789571694599,bias_injection,,,missing_voltage
E6,303,,f1,0.014842300556586273,desynchronize_current,,,missing_voltage
E6,303,,macro_f1,0.11854147448720471,macro,,,missing_voltage
E6,303,,f1,0.44733044733044736,gaussian_noise,,,missing_current
E6,303,,f1,0.007407407407407408,bias_injection,,,missing_current
E6,303,,f1,0.003710575139146568,desynchronize_current,,,missing_current
E6,303,,macro_f1,0.15281614329233378,macro,,,missing_current
E6,303,,f1,0.1492007104795737,gaussian_noise,,,single_modal_ar
E6,303,,f1,0.07037037037037037,bias_injection,,,single_modal_ar
E6,303,,f1,0.06679035250463823,desynchronize_current,,,single_modal_ar
E6,303,,macro_f1,0.0954538111181941,macro,,,single_modal_ar
E7,303,,verify_time_s,0.00037729996256530285,,,,
E7,303,,train_time_s,0.11556589999236166,,,,
E7,303,,verification_to_local_training_time_ratio,0.003264803567403884,,,,
E7,303,,peak_mem_verify_bytes,97680.0,,,,
E7,303,,peak_mem_train_bytes,81109.0,,,,
E1,404,0.0,fpr,0.04704704704704705,,,,
E1,404,1.0,fpr,0.06106106106106106,,,,
E1,404,2.0,fpr,0.6926926926926927,,,,
E1,404,3.0,fpr,0.0,,,,
E1,404,4.0,fpr,0.0,,,,
E1,404,5.0,fpr,0.044044044044044044,,,,
E1,404,6.0,fpr,0.001001001001001001,,,,
E1,404,7.0,fpr,0.056056056056056056,,,,
E1,404,8.0,fpr,0.19519519519519518,,,,
E1,404,9.0,fpr,0.5105105105105106,,,,
E2,404,0.0,f1,0.6191304347826087,gaussian_noise,,,
E2,404,0.0,precision,0.5493827160493827,gaussian_noise,,,
E2,404,0.0,recall,0.7091633466135459,gaussian_noise,,,
E2,404,0.0,fpr,0.584,gaussian_noise,,,
E2,404,0.0,f1,0.5241635687732342,bias_injection,,,
E2,404,0.0,precision,0.4912891986062718,bias_injection,,,
E2,404,0.0,recall,0.5617529880478087,bias_injection,,,
E2,404,0.0,fpr,0.584,bias_injection,,,
E2,404,0.0,f1,0.5158878504672897,desynchronize_current,,,
E2,404,0.0,precision,0.4859154929577465,desynchronize_current,,,
E2,404,0.0,recall,0.549800796812749,desynchronize_current,,,
E2,404,0.0,fpr,0.584,desynchronize_current,,,
E2,404,1.0,f1,0.35612082670906203,gaussian_noise,,,
E2,404,1.0,precision,0.8818897637795275,gaussian_noise,,,
E2,404,1.0,recall,0.22310756972111553,gaussian_noise,,,
E2,404,1.0,fpr,0.03,gaussian_noise,,,
E2,404,1.0,f1,0.003861003861003861,bias_injection,,,
E2,404,1.0,precision,0.0625,bias_injection,,,
E2,404,1.0,recall,0.00199203187250996,bias_injection,,,
E2,404,1.0,fpr,0.03,bias_injection,,,
E2,404,1.0,f1,0.0,desynchronize_current,,,
E2,404,1.0,precision,0.0,desynchronize_current,,,
E2,404,1.0,recall,0.0,desynchronize_current,,,
E2,404,1.0,fpr,0.03,desynchronize_current,,,
E2,404,2.0,f1,0.6046141607000795,gaussian_noise,,,
E2,404,2.0,precision,0.5033112582781457,gaussian_noise,,,
E2,404,2.0,recall,0.7569721115537849,gaussian_noise,,,
E2,404,2.0,fpr,0.75,gaussian_noise,,,
E2,404,2.0,f1,0.05973451327433628,bias_injection,,,
E2,404,2.0,precision,0.06716417910447761,bias_injection,,,
E2,404,2.0,recall,0.053784860557768925,bias_injection,,,
E2,404,2.0,fpr,0.75,bias_injection,,,
E2,404,2.0,f1,0.013590033975084938,desynchronize_current,,,
E2,404,2.0,precision,0.015748031496062992,desynchronize_current,,,
E2,404,2.0,recall,0.01195219123505976,desynchronize_current,,,
E2,404,2.0,fpr,0.75,desynchronize_current,,,
E2,404,3.0,f1,0.45061728395061734,gaussian_noise,,,
E2,404,3.0,precision,1.0,gaussian_noise,,,
E2,404,3.0,recall,0.2908366533864542,gaussian_noise,,,
E2,404,3.0,fpr,0.0,gaussian_noise,,,
E2,404,3.0,f1,0.34868421052631576,bias_injection,,,
E2,404,3.0,precision,1.0,bias_injection,,,
E2,404,3.0,recall,0.21115537848605578,bias_injection,,,
E2,404,3.0,fpr,0.0,bias_injection,,,
E2,404,3.0,f1,0.24475524475524477,desynchronize_current,,,
E2,404,3.0,precision,1.0,desynchronize_current,,,
E2,404,3.0,recall,0.1394422310756972,desynchronize_current,,,
E2,404,3.0,fpr,0.0,desynchronize_current,,,
E2,404,4.0,f1,0.5364431486880467,gaussian_noise,,,
E2,404,4.0,precision,1.0,gaussian_noise,,,
E2,404,4.0,recall,0.3665338645418327,gaussian_noise,,,
E2,404,4.0,fpr,0.0,gaussian_noise,,,
E2,404,4.0,f1,0.19748653500897667,bias_injection,,,
E2,404,4.0,precision,1.0,bias_injection,,,
E2,404,4.0,recall,0.10956175298804781,bias_injection,,,
E2,404,4.0,fpr,0.0,bias_injection,,,
E2,404,4.0,f1,0.21669626998223804,desynchronize_current,,,
E2,404,4.0,precision,1.0,desynchronize_current,,,
E2,404,4.0,recall,0.12151394422310757,desynchronize_current,,,
E2,404,4.0,fpr,0.0,desynchronize_current,,,
E2,404,5.0,f1,0.8061831153388823,gaussian_noise,,,
E2,404,5.0,precision,1.0,gaussian_noise,,,
E2,404,5.0,recall,0.6752988047808764,gaussian_noise,,,
E2,404,5.0,fpr,0.0,gaussian_noise,,,
E2,404,5.0,f1,0.6414073071718539,bias_injection,,,
E2,404,5.0,precision,1.0,bias_injection,,,
E2,404,5.0,recall,0.4721115537848606,bias_injection,,,
E2,404,5.0,fpr,0.0,bias_injection,,,
E2,404,5.0,f1,0.6505376344086021,desynchronize_current,,,
E2,404,5.0,precision,1.0,desynchronize_current,,,
E2,404,5.0,recall,0.4820717131474104,desynchronize_current,,,
E2,404,5.0,fpr,0.0,desynchronize_current,,,
E2,404,6.0,f1,0.7275031685678074,gaussian_noise,,,
E2,404,6.0,precision,1.0,gaussian_noise,,,
E2,404,6.0,recall,0.5717131474103586,gaussian_noise,,,
E2,404,6.0,fpr,0.0,gaussian_noise,,,
E2,404,6.0,f1,0.28668941979522183,bias_injection,,,
E2,404,6.0,precision,1.0,bias_injection,,,
E2,404,6.0,recall,0.16733067729083664,bias_injection,,,
E2,404,6.0,fpr,0.0,bias_injection,,,
E2,404,6.0,f1,0.2689655172413793,desynchronize_current,,,
E2,404,6.0,precision,1.0,desynchronize_current,,,
E2,404,6.0,recall,0.1553784860557769,desynchronize_current,,,
E2,404,6.0,fpr,0.0,desynchronize_current,,,
E2,404,7.0,f1,0.01090909090909091,gaussian_noise,,,
E2,404,7.0,precision,0.0625,gaussian_noise,,,
E2,404,7.0,recall,0.00597609561752988,gaussian_noise,,,
E2,404,7.0,fpr,0.09,gaussian_noise,,,
E2,404,7.0,f1,0.007285974499089253,bias_injection,,,
E2,404,7.0,precision,0.0425531914893617,bias_injection,,,
E2,404,7.0,recall,0.00398406374501992,bias_injection,,,
E2,404,7.0,fpr,0.09,bias_injection,,,
E2,404,7.0,f1,0.0036496350364963502,desynchronize_current,,,
E2,404,7.0,precision,0.021739130434782608,desynchronize_current,,,
E2,404,7.0,recall,0.00199203187250996,desynchronize_current,,,
E2,404,7.0,fpr,0.09,desynchronize_current,,,
E2,404,8.0,f1,0.6125385405960945,gaussian_noise,,,
E2,404,8.0,precision,0.6326963906581741,gaussian_noise,,,
E2,404,8.0,recall,0.5936254980079682,gaussian_noise,,,
E2,404,8.0,fpr,0.346,gaussian_noise,,,
E2,404,8.0,f1,0.3928571428571428,bias_injection,,,
E2,404,8.0,precision,0.4881656804733728,bias_injection,,,
E2,404,8.0,recall,0.3286852589641434,bias_injection,,,
E2,404,8.0,fpr,0.346,bias_injection,,,
E2,404,8.0,f1,0.3832335329341317,desynchronize_current,,,
E2,404,8.0,precision,0.4804804804804805,desynchronize_current,,,
E2,404,8.0,recall,0.3187250996015936,desynchronize_current,,,
E2,404,8.0,fpr,0.346,desynchronize_current,,,
E2,404,9.0,f1,0.0713128038897893,gaussian_noise,,,
E2,404,9.0,precision,0.19130434782608696,gaussian_noise,,,
E2,404,9.0,recall,0.043824701195219126,gaussian_noise,,,
E2,404,9.0,fpr,0.186,gaussian_noise,,,
E2,404,9.0,f1,0.049180327868852465,bias_injection,,,
E2,404,9.0,precision,0.1388888888888889,bias_injection,,,
E2,404,9.0,recall,0.029880478087649404,bias_injection,,,
E2,404,9.0,fpr,0.186,bias_injection,,,
E2,404,9.0,f1,0.07754442649434572,desynchronize_current,,,
E2,404,9.0,precision,0.20512820512820512,desynchronize_current,,,
E2,404,9.0,recall,0.04780876494023904,desynchronize_current,,,
E2,404,9.0,fpr,0.186,desynchronize_current,,,
E3,404,,clean_mse_normalized,0.00017602530715521425,,,,
E3,404,,undefended_mse_normalized,0.00023495678033214062,,,,
E3,404,,defended_mse_normalized,0.00022514043666888028,,,,
E4,404,,mse_normalized,0.00044332610559649765,sign_flip,fedavg,,
E4,404,,mse_normalized,0.006039354018867016,sign_flip,coordinate_median,,
E4,404,,mse_normalized,0.0002098462136927992,sign_flip,trimmed_mean,,
E4,404,,mse_normalized,0.0001742559834383428,sign_flip,krum,,
E4,404,,mse_normalized,3275.443359375,scaling,fedavg,,
E4,404,,mse_normalized,0.00017468623991589993,scaling,coordinate_median,,
E4,404,,mse_normalized,0.00017110044427681714,scaling,trimmed_mean,,
E4,404,,mse_normalized,0.0001742559834383428,scaling,krum,,
E4,404,,mse_normalized,0.0004914628225378692,additive_noise,fedavg,,
E4,404,,mse_normalized,0.0001763466716511175,additive_noise,coordinate_median,,
E4,404,,mse_normalized,0.00017482886323705316,additive_noise,trimmed_mean,,
E4,404,,mse_normalized,0.0001703153393464163,additive_noise,krum,,
E4,404,,mse_normalized,0.00019745393365155905,zero,fedavg,,
E4,404,,mse_normalized,0.00016329610662069172,zero,coordinate_median,,
E4,404,,mse_normalized,0.00018548264051787555,zero,trimmed_mean,,
E4,404,,mse_normalized,0.00016492862778250128,zero,krum,,
E5,404,,mean_f1,0.25236118012735337,,,0.5,
E5,404,,worst_client_f1,0.003883495145631068,,,0.5,
E5,404,,mean_f1,0.2511350003636027,,,1.0,
E5,404,,worst_client_f1,0.003861003861003861,,,1.0,
E5,404,,mean_f1,0.23947370635562154,,,2.0,
E5,404,,worst_client_f1,0.003831417624521073,,,2.0,
E6,404,,f1,0.6286701208981001,gaussian_noise,,,full_cross_modal
E6,404,,f1,0.5241635687732342,bias_injection,,,full_cross_modal
E6,404,,f1,0.5158878504672897,desynchronize_current,,,full_cross_modal
E6,404,,macro_f1,0.5562405133795414,macro,,,full_cross_modal
E6,404,,f1,0.021778584392014518,gaussian_noise,,,no_temporal_lag
E6,404,,f1,0.021778584392014518,bias_injection,,,no_temporal_lag
E6,404,,f1,0.0,desynchronize_current,,,no_temporal_lag
E6,404,,macro_f1,0.014519056261343012,macro,,,no_temporal_lag
E6,404,,f1,0.611346316680779,gaussian_noise,,,missing_voltage
E6,404,,f1,0.5537918871252205,bias_injection,,,missing_voltage
E6,404,,f1,0.5330948121645797,desynchronize_current,,,missing_voltage
E6,404,,macro_f1,0.5660776719901931,macro,,,missing_voltage
E6,404,,f1,0.6348364279398762,gaussian_noise,,,missing_current
E6,404,,f1,0.5038759689922481,bias_injection,,,missing_current
E6,404,,f1,0.505324298160697,desynchronize_current,,,missing_current
E6,404,,macro_f1,0.5480122316976072,macro,,,missing_current
E6,404,,f1,0.6432926829268294,gaussian_noise,,,single_modal_ar
E6,404,,f1,0.6222910216718266,bias_injection,,,single_modal_ar
E6,404,,f1,0.6222910216718266,desynchronize_current,,,single_modal_ar
E6,404,,macro_f1,0.6292915754234941,macro,,,single_modal_ar
E7,404,,verify_time_s,0.00023110001347959042,,,,
E7,404,,train_time_s,0.06883450015448034,,,,
E7,404,,verification_to_local_training_time_ratio,0.003357328272319102,,,,
E7,404,,peak_mem_verify_bytes,97680.0,,,,
E7,404,,peak_mem_train_bytes,80763.0,,,,
E1,505,0.0,fpr,0.036036036036036036,,,,
E1,505,1.0,fpr,0.13513513513513514,,,,
E1,505,2.0,fpr,0.25625625625625625,,,,
E1,505,3.0,fpr,0.9329329329329329,,,,
E1,505,4.0,fpr,0.0,,,,
E1,505,5.0,fpr,0.06306306306306306,,,,
E1,505,6.0,fpr,0.3003003003003003,,,,
E1,505,7.0,fpr,0.10510510510510511,,,,
E1,505,8.0,fpr,0.037037037037037035,,,,
E1,505,9.0,fpr,0.04504504504504504,,,,
E2,505,0.0,f1,0.5035971223021583,gaussian_noise,,,
E2,505,0.0,precision,0.9067357512953368,gaussian_noise,,,
E2,505,0.0,recall,0.34860557768924305,gaussian_noise,,,
E2,505,0.0,fpr,0.036,gaussian_noise,,,
E2,505,0.0,f1,0.09872029250457039,bias_injection,,,
E2,505,0.0,precision,0.6,bias_injection,,,
E2,505,0.0,recall,0.053784860557768925,bias_injection,,,
E2,505,0.0,fpr,0.036,bias_injection,,,
E2,505,0.0,f1,0.09174311926605505,desynchronize_current,,,
E2,505,0.0,precision,0.5813953488372093,desynchronize_current,,,
E2,505,0.0,recall,0.049800796812749,desynchronize_current,,,
E2,505,0.0,fpr,0.036,desynchronize_current,,,
E2,505,1.0,f1,0.7564870259481038,gaussian_noise,,,
E2,505,1.0,precision,0.758,gaussian_noise,,,
E2,505,1.0,recall,0.7549800796812749,gaussian_noise,,,
E2,505,1.0,fpr,0.242,gaussian_noise,,,
E2,505,1.0,f1,0.2622036262203626,bias_injection,,,
